b9300044336;Кран шаровой латунь Стандарт 221 11б27п1 Ду50 ВР/НР рычаг ГАЛЛОП 103251;32;Запорная арматура;Краны;ГАЛЛОП;S;P2;958,41;1 533,46;0301-02486;@;0;0
b0100020506;Сиденье для унитаза дюропласт Giralda микролифт белый Roca 801462004;1;Сантехника;Унитазы;Roca;Z;NL;2 599,78;2 754;0902-00579;&;2;8
b0100021216;Радиатор алюминий Alpha 350 10 секций 1,41кВт Ogint;10;Отопительное оборудование;Радиаторы;Ogint;S;Pz;2 987,55;4 650,68;0502-00024;&;0;0
b0100008272;Контргайка сталь Ду25 по ГОСТ 8968-75;106;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;Pz;31,23;49,97;0101-01444;@;0;0
b9300048460;Радиатор сталь панельный C22 300х500 бок/подкл Heaton;3;Отопительное оборудование;Радиаторы;Heaton;Z;D0;1 353,14;3 864,85;;@;0;0
b9300048477;Водонагреватель эл накопительный 50л настенный 2,100кВт сталь эмалированная STEATITE N3 Slim line ATLANTIC 841250;2;Водонагреватели;Водонагреватели электрические накопительные;ATLANTIC;Q;D0;5 760;9 000;;&;0;0
b0100013027;Соединение PP-R муфт разъемн Дн25 ПК Контур 011317025010;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Q;D0;38,08;81,9;0105-01151;&;0;0
b0100013083;Коврик VETTA д/ван.и туал. 462-019;2;Сантехника;Мебель и аксессуары для ванной комнаты;;Z;NL;194,35;204,07;;&;2;8
b0100014118;Клапан запорн латунь 15б3р Ду32 Ру10  ВР/ВР  STC 0100;60;Запорная арматура;Клапаны;STC;S;P2;365,47;584,75;0304-00004;&;0;0
b0100030449;Анод магниевый 140D14+20M4 (100403) (ЧЕЛЯБ);4;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;111,1;116,66;;&;2;8
b0100030693;Картридж _ для фильтра Atoll А-445, Atoll А-460Е №101 в комплекте 4шт _ Atoll;2;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Atoll;Z;NL;2 565,4;2 693,67;;&;2;8
b0100030457;Анод магниевый 210D22+10M6 (100407) (ЧЕЛЯБ);1;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;262,2;275,31;;&;2;8
b9300044333;Кран шаровой латунь Стандарт 220 11б27п1 Ду40 ВР/ВР рычаг ГАЛЛОП 103192;2;Запорная арматура;Краны;ГАЛЛОП;S;D2;594,44;951,1;0301-02472;@;0;0
b0100022439;Угольник ПНД компрессия  Дн40х90° ТПК-АКВА 50040040;38;Трубопроводы и соединительные части;Труба полиэтиленовая (ПЭ, ПНД) и соединительные части;ТПК-АКВА;Z;D0;90,76;132,75;0107-00377;@;0;0
b0100014745;Кран шаровой BASE латунь VT.217 Ду1/2" ВР/ВР полный проход бабочка -30+150С Valtec VT.217.N.04;1;Запорная арматура;Краны;Valtec;Z;D0;140,96;225,54;0301-01586;@;1;0
b0100013059;Решётка вентиляцион МВМ 125с Вентс;2;Сантехника;Мебель и аксессуары для ванной комнаты;Вентс;Z;NL;59,96;44;;&;2;8
b0100014122;Клапан запорн латунь 15б1п Ду15 Ру16 ВР/ВР STC 0200;150;Запорная арматура;Клапаны;STC;Q;D0;92,26;147,62;0304-00005;&;0;0
b0100030458;Анод магниевый 230D22+10M5 (100408) (ЧЕЛЯБ);1;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;222,21;233,32;;&;2;8
b0100030475;ТЭН 850W (прямой U- образный + датчик) (3406078) (ЧЕЛЯБ);1;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;411,17;380;;&;2;8
b9300044318;Кран шаровой латунь Стандарт 230 11б27п1 Ду15 ВР/ВР бабочка ГАЛЛОП 103163;501;Запорная арматура;Краны;ГАЛЛОП;S;Pz;77,31;123,73;0301-02526;@;0;0
b0100007957;Решётка накладн Лайт-Свет 150х150 металл золото  225-005;2;Вентиляционное оборудование;Комплектующие и принадлежности для вентиляции;Лайт-Свет;Z;NL;19,94;22;;&;2;8
b0100031112;Переход рифлен  резина 40х32 Снежинск;20;Изоляция и уплотнение;Уплотнительные материалы;Снежинск;Q;D0;10,45;11,68;0908-00485;&;0;0
b0100009705;Кран PP-R шаровой Дн25х3/4" НР угл для радиатора ПК Контур 011105025200;69;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;Pz;185,77;399,5;0105-01595;&;0;0
b0100008274;Контргайка сталь Ду40 по ГОСТ 8968-75 КНР;34;Трубопроводы и соединительные части;Труба стальная и соединительные части;КНР;S;Pz;43,82;47,79;0101-01446;&;0;0
b9300049014;Унитаз-компакт Форвард белый ниж/подвод воронкообразный косой выпуск в комплекте Santeri;1;Сантехника;Унитазы;Santeri;Z;D0;1 943,22;3 109,15;;@;0;0
b0100030692;Фильтр  для воды A460-E  Atoll;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Atoll;Q;NL;5 373,19;5 641,85;;&;0;0
b0100019691;Труба НПВХ Дн160х4,0 L=1,0м Хемкор;32;Трубы канализационные, соединительные детали и изделия;Трубы для наружного водоотведения и соед части;Хемкор;S;Pz;234,91;375,86;0202-00267;&;0;0
b9300048221;Кран PP-R шаровой Дн25x3/4" НР прямой для радиатора ЭКО ПК Контур 011103025211;5;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Q;D0;160,29;344,7;;&;0;0
b9300048605;Водонагреватель эл  1,8кВт ONDEO 15A ATLANTIC 821346;1;Водонагреватели;Водонагреватели электрические накопительные;ATLANTIC;Z;D0;5 372;7 900;;@;0;0
b0100014120;Клапан запорн латунь 15б3р Ду50 Ру10 ВР/ВР STC 0100;10;Запорная арматура;Клапаны;STC;S;Pz;613,36;981,38;0304-00303;&;0;0
b0100031233;Переходник латунь шестигранн хром Дн10х1/2" ВР для медных труб STC 8100;68;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;STC;Z;NL;27,67;73,55;;&;2;8
b0100014119;Клапан запорн латунь 15б3р Ду40 Ру10 ВР/ВР STC 0100;27;Запорная арматура;Клапаны;STC;S;P2;564,95;904,59;0304-00031;&;0;0
b0100030477;ТЭН 1900W (прямой с отверстием L=175, R=13, M=120, F=28, K=2) (3406117) (ЧЕЛЯБ);1;Водонагреватели;Комплектующие для водонагревателей;;Z;NL;405,21;374;;&;2;8
b9300043373;Каболка (ведро, уд.вес 25 кг) 10мм;3;Изоляция и уплотнение;Уплотнительные материалы;_;S;Pz;2 052,16;3 283,46;1002-00285;@;0;0
b0100019710;Пассатижи Металлист 160мм декоративные ручки  17044;2;Инструмент, сварочное оборудование и материалы;Инструмент универсальный;Металлист;Z;NL;100,96;106,01;1201-00708;@;1;0
b0100008259;Унитаз-компакт Премьер белый ниж/подвод 2/реж горизонт/выпуск в комплекте Киров;0;Сантехника;Унитазы;Киров;Z;D0;2 551,57;4 082,51;0902-00054;&;0;6
b9300044575;Кран шаровой сталь 11с67п Ду50 Ру40 фл Гидрозатвор;1;Запорная арматура;Краны;Гидрозатвор;Q;D0;1 381,07;2 209,71;;&;0;0
b9300044319;Кран шаровой латунь Стандарт 221 11б27п1 Ду15 ВР/НР рычаг ГАЛЛОП 103152;167;Запорная арматура;Краны;ГАЛЛОП;S;Pz;91,76;146,82;0301-02476;@;0;0
mt000000027;Ключ трубный рычажный Сибртех №1 литой  15758;1;Инструмент, сварочное оборудование и материалы;Инструмент универсальный;Сибртех;S;Pz;307,51;430,11;1201-00934;&;0;0
b0100021408;Сифон для умывальника 1 1/4"х40/50 выпуск с гофрой нерж/сетка АНИ G216;37;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;Q;D0;85,03;136,05;0908-00003;&;0;0
b0100015472;Кран шаровой BASE латунь VT.214 Ду1/2" ВР/ВР полный проход рычаг -30+150С Valtec VT.214.N.04;1;Запорная арматура;Краны;Valtec;Z;D0;137,38;219,81;0301-01572;@;1;0
b9300040794;Кронштейн для типа 22У "Сора"  твек 10.333 напольн внутренний Лидея;122;Отопительное оборудование;Радиаторы;Лидея;Z;NL;226,54;237,87;;@;1;0
b9300046442;Клапан запорн чугун 15кч18п1 Ду25 Ру16 ВР/ВР САЗ;3;Запорная арматура;Клапаны;САЗ;Z;D0;142,58;228,13;;@;0;0
b0100009767;Сифон для напольной чаши Генуя с рассекателем;1;Сантехника;Комплектующие и аксессуары к сантехнике;_;Z;D0;154,33;246,93;0908-00269;@;0;0
b0100014117;Клапан запорн латунь 15б3р Ду25 Ру10  ВР/ВР  STC 0100;124;Запорная арматура;Клапаны;STC;S;P2;195,38;312,61;0304-00003;&;0;0
b9300048975;Ножки     ATLANTIC 517000;13;Отопительное оборудование;Конвекторы;ATLANTIC;Z;D0;320;500;;@;0;0
b9300044569;Грязевик верт сталь Ду80 Ру16 фл Гидрозатвор;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Гидрозатвор;Q;D0;3 347,92;5 356,67;;&;0;0
b9300044578;Грязевик верт сталь Ду100 Ру16 фл Гидрозатвор;3;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Гидрозатвор;Q;D0;4 456,68;7 130,69;;&;0;0
b0100008519;Тройник латунь Дн16х1/2"х16 пресс НР Valtec VTm.233.N.160416;16;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;88,78;145;0103-00953;&;2;8
b0100008549;Картридж  ПРОФИ Карбон-блок  Барьер;2;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Барьер;Z;NL;175,03;183,78;;&;2;8
