00000005450;Умывальник мини Родничок 1 отверстие 1 величины б/комплекта Воротынск;8;Сантехника;Умывальники;Воротынск;S;D0;466,8;693;0903-00182;@;0
00000005461;Сифон для умывальника 1 1/2"х40/50 нерж/сетка АНИ G106;85;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;P2;66,45;111;0908-00147;@;0
00000005462;Сифон для умывальника 1 1/2"х40/50 с гофрой нерж/сетка АНИ G116;28;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;D0;81,47;122;0908-00007;@;0
00000005487;Тройник PP-R комбинированн белый Дн32х3/4" НР ПК Контур 011511032200;5;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;65,12;116,7;0105-00707;@;0
00000005489;Угольник PP-R комбинированн белый Дн20х1/2" НР ПК Контур 011411020100;215;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;28,3;50,7;0105-00696;@;0
00000005490;Тройник PP-R комбинированн белый Дн25х3/4" НР ПК Контур 011511025200;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;50,06;89,7;0105-00031;@;0
00000005509;Отвод сталь крутоизогнутый Дн32х3 (Ду25) ГОСТ 17375-2001 ПЗКТ;70;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;S;P2;31;49;0101-01201;@;0
00000005527;Грязевик верт б/комплекта Ду100 Ру16 п/привар СТКУ;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;СТКУ;S;P2;3 917;5 626;;&;0
00000005528;Грязевик верт б/комплекта Ду80 Ру16 п/привар СТКУ;2;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;СТКУ;S;D0;2 750;4 166;;&;0
00000005575;Фитинг присоед для AB-QM  Ду20 Danfoss 003Z0233;4;Регулирующая и предохр арматура и автоматика;Комплектующие и аксессуары для ТА;Danfoss;S;D0;357,07;577,71;0409-00200;@;0
00000005580;Трап PP верт 150х150 Ду50 решетка нерж сталь Татполимер;6;Водоотведение;Трапы, колодцы, воронки;Татполимер;S;D0;96,84;153;0204-00004;&;0
00000005591;Сифон для умывальника 1 1/2"х40 нерж/сетка АНИ А0500;56;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;P2;71,12;116;0908-00151;&;0
00000005596;Сифон для умывальника 1 1/4"х40/50 нерж/сетка АНИ G206;2;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;P2;71,1;107;0908-00152;&;0
00000005651;Гофроподвод  1 1/4"х40/50 L=400-800мм АНИ K206;72;Сантехника;Комплектующие и аксессуары к сантехнике;АНИ;S;P2;31,6;47;0908-00067;&;0
00000005654;Тройник PP-R Дн90 ПК Контур 011501090000;3;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;215,77;386,7;0105-01053;&;0
00000005655;Тройник PP-R переходн белый Дн90х63х90 ПК Контур 011503090700;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;240,72;431,4;0105-00752;&;0
00000005848;Угольник латунь Дн26х3/4" ВР Henco 6-2605;18;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Henco;Z;NL;225,6;251;0103-00523;&;0
00000005856;Тройник латунь Дн26х26х26 Henco 8-262626;51;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Henco;Z;NL;379,15;422;0103-00531;&;0
00000005908;Тройник латунь Дн20х20х20 пресс Henco 9P-202020;7;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Henco;Z;D0;184,13;281;0103-00566;&;0
00000005957;Труба мп белый Дн16х2,0 Ру10 95C бухта Comap MS1610;150;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;67,52;110;0103-00169;&;0
00000005958;Труба мп белый Дн20х2,0 Ру10 95C бухта Comap MS20210;325;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;99,3;154;0103-00170;&;0
00000005959;Труба мп белый Дн26х3,0 Ру10 95C бухта Comap MS2605;75;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;186,46;268;0103-00171;&;0
00000005960;Труба мп белый Дн32х3,0 Ру10 95C бухта Comap MS3205;75;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;257,28;383;0103-00172;&;0
00000005973;Муфта латунь переходн Дн32х20 пресс для мп Henco 16Р-3220;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Henco;Z;NL;214,58;245;0103-00369;&;0
00000005987;Угольник латунь переходн Дн26х3/4" ВР для мп Comap 9465786;30;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;273,29;414;0103-00210;&;0
00000005992;Угольник латунь переходн Дн26х3/4" НР для мп Comap 9464786;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;267,12;405;0103-00203;&;0
00000006016;Тройник латунь переходн Дн16х20х16 пресс для мп Comap 733BEB;4;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;285,64;432;0103-00279;&;0
00000006017;Тройник латунь переходн Дн20х16х20 пресс для мп Comap 733EBE;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;259,77;394;0103-00280;&;0
00000006018;Тройник латунь переходн Дн20х16х16 пресс для мп Comap 733EBB;16;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;270,39;410;0103-00281;&;0
00000006019;Тройник латунь переходн Дн26х16х26 пресс для мп Comap 733JBJ;23;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;380,6;577;0103-00282;&;0
00000006020;Тройник латунь переходн Дн26х20х20 пресс для мп Comap 733JEE;38;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;381,38;578;0103-00283;&;0
00000006021;Тройник латунь переходн Дн26х20х26 пресс для мп Comap 733JEJ;11;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;443,14;672;0103-00284;&;0
00000006025;Тройник латунь переходн Дн20х1/2"х20 пресс НР для мп Comap 734ECE;34;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;243,95;370;0103-00305;&;0
00000006026;Тройник латунь переходн Дн26х3/4"х26 пресс НР для мп Comap 734JDJ;17;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;395,26;599;0103-00306;&;0
00000006028;Тройник латунь переходн Дн16х1/2"х16 пресс ВР для мп Comap 731BCB;80;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;263,26;399;0103-00301;&;0
00000006030;Тройник латунь переходн Дн26х1"х26 пресс ВР для мп Comap 731JEJ;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;588,28;891;0103-00303;&;0
00000006031;Муфта латунь переходн Дн20х16 пресс для мп Comap 740EBX;30;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;141,87;215;0103-00315;&;0
00000006032;Муфта латунь переходн Дн26х20 пресс для мп Comap 740JEX;34;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;242,79;368;0103-00316;&;0
00000006033;Муфта латунь переходн Дн32х20 пресс для мп Comap 740KEX;16;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;NL;329,64;499;0103-00317;&;0
00000006034;Муфта латунь переходн Дн32х26 пресс для мп Comap 740KJX;20;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;331,19;502;0103-00318;&;0
00000006035;Угольник латунь уст Дн16х1/2" пресс ВР для мп H=53мм Comap 771BCX;194;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;236,52;359;0103-00253;&;0
00000006036;Угольник латунь уст Дн20х1/2" пресс ВР для мп H=53мм Comap 771ECX;37;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;250,05;379;0103-00254;&;0
00000006037;Соединитель латунь Дн16х1/2" пресс ВР для мп Comap 746BCX;251;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;144,26;218;0103-00328;&;0
00000006038;Соединитель латунь Дн20х1/2" пресс ВР для мп Comap 746ECX;168;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;139,98;212;0103-00329;&;0
00000006039;Соединитель латунь Дн20х3/4" пресс ВР для мп Comap 746EDX;2;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;169,84;258;0103-00330;&;0
00000006041;Соединитель латунь Дн26х1" пресс ВР для мп Comap 746JEX;41;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;268,66;407;0103-00332;&;0
00000006042;Соединитель латунь Дн32х1" пресс ВР для мп Comap 746KEX;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;357,45;541;0103-00333;&;0
00000006043;Муфта латунь Дн16х16 пресс для мп Comap 745BXX;21;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;116,65;177;0103-00311;&;0
00000006044;Муфта латунь Дн32х32 пресс для мп Comap 745KXX;21;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;353,59;535;0103-00312;&;0
00000006045;Муфта латунь Дн26х26 пресс для мп Comap 745JXX;19;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;226,97;343;0103-00313;&;0
00000006047;Соединитель латунь Дн16х1/2" пресс НР для мп Comap 742BCX;54;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;105,48;160;0103-00322;&;0
00000006048;Соединитель латунь Дн20х1/2" пресс НР для мп Comap 742ECX;10;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;123,35;187;0103-00323;&;0
00000006049;Соединитель латунь Дн20х3/4" пресс НР для мп Comap 742EDX;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D1;164,76;249;0103-00324;&;0
00000006050;Соединитель латунь Дн26х3/4" пресс НР для мп Comap 742JDX;22;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;271,2;411;0103-00325;&;0
00000006051;Соединитель латунь Дн26х1" пресс НР для мп Comap 742JEX;28;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;292,51;443;0103-00326;&;0
00000006052;Соединитель латунь Дн32х1" пресс НР для мп Comap 742KEX;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;320,38;486;0103-00327;&;0
00000006053;Тройник латунь Дн16х16х16 пресс для мп Comap 730BXX;6;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;199,93;303;0103-00273;&;0
00000006055;Тройник латунь Дн26х26х26 пресс для мп Comap 730JXX;68;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;422,29;639;0103-00275;&;0
00000006057;Угольник латунь переходн Дн16х1/2" пресс НР для мп Comap 726BCX;9;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;145,91;221;0103-00263;&;0
00000006062;Угольник латунь переходн Дн16х1/2" пресс ВР для мп Comap 722BCX;26;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;162,9;246;0103-00268;&;0
00000006063;Угольник латунь переходн Дн20х1/2" пресс ВР для мп Comap 722ECX;7;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;188,89;292;0103-00269;&;0
00000006064;Угольник латунь переходн Дн20х3/4" пресс ВР для мп Comap 722EDX;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;251,67;382;0103-00270;&;0
00000006066;Угольник латунь Дн16 пресс для мп Comap 720BXX;142;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;141,67;215;0103-00245;&;0
00000006067;Угольник латунь Дн20 пресс для мп Comap 720EXX;203;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;P2;190,06;309;0103-00246;&;0
00000006068;Угольник латунь Дн26 пресс для мп Comap 720JXX;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Comap;S;D0;334,54;507;0103-00247;&;0
00000006117;Клапан запорн латунь 15б3р Ду20 Ру16 ВР/ВР БАЗ А100мм;8;Запорная арматура;Клапаны;БАЗ;S;P2;105,44;187;0304-00012;&;0
00000006119;Труба PP-H серый Дн40х1,8 б/нап L=0,25м в комплекте СТК;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;NL;18,49;31;0201-00202;@;0
00000006120;Труба PP-H серый Дн40х1,8 б/нап L=0,5м в комплекте СТК;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;NL;22,92;38;0201-00106;@;0
00000006134;Труба PP-H серый Дн110х2,7 б/нап L=0,15м в комплекте СТК;16;Водоотведение;Трубы для внутреннего водоотведения и соед части;СТК;S;P2;35,47;62;0201-00117;&;0
00000006451;Труба мп Дн16х2,0 STC 6110;325;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;19,41;65,44;0103-00093;@;0
00000006452;Труба мп Дн20х2,0 STC 6120;750;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;27,08;91,88;0103-00094;@;0
00000006453;Труба мп Дн26х3,0 STC 6130;850;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;Pz;42,14;142,77;0103-00095;@;0
00000006454;Труба мп Дн32х3,0 STC 6140;150;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;58,78;198,96;0103-00096;@;0
00000006470;Термометр биметаллический ТБ63/50S с погружной гильзой Дк63 L=50мм кл.т.2,5 160C Watts 10005806/ 03.01.053;2;Приборы учета и КИП;Термометры, манометры;Watts;S;D0;289,24;459,2;0701-00227;&;0
00000006493;Мойка сталь эмаль с кронштейнами 450х505х170 Лысьва;91;Сантехника;Мойки;Лысьва;S;D0;480,7;714;0906-00078;@;0
00000006511;Трап PP горизонт выпуск 150х150 Ду50 решетка нерж сталь Татполимер;3;Водоотведение;Трапы, колодцы, воронки;Татполимер;S;D0;103,64;164;0204-00005;&;0
00000006515;Отвод сталь шовный крутоизогнутый Ду15 ТУ 1468-004-39817639-2004;104;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;8,26;14;0101-00112;@;0
00000006516;Отвод сталь шовный крутоизогнутый Ду20 ТУ 1468-004-39817639-2004;270;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;8,79;14;0101-00113;@;0
00000006517;Отвод сталь шовный крутоизогнутый Ду25 ТУ 1468-004-39817639-2004;154;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;13,13;21;0101-00114;@;0
00000006518;Отвод сталь шовный крутоизогнутый Ду32 ТУ 1468-004-39817639-2004;140;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;17,77;28;0101-00115;@;0
00000006519;Отвод сталь шовный крутоизогнутый Ду40 ТУ 1468-004-39817639-2004;56;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;23,15;36;0101-00116;@;0
00000006520;Отвод сталь шовный крутоизогнутый Ду50 ТУ 1468-004-39817639-2004;37;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D0;31,93;51;0101-00117;@;0
00000006521;Отвод сталь Ду15 п/привар из труб по ГОСТ 3262-75 КАЗ;20;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D1;11,93;19;0101-00118;@;0
00000006522;Отвод сталь Ду20 п/привар из труб по ГОСТ 3262-75 КАЗ;51;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;19,33;30;0101-00119;@;0
00000006523;Отвод сталь Ду25 п/привар из труб по ГОСТ 3262-75 КАЗ;26;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;36,33;58;0101-00120;@;0
00000006524;Отвод сталь Ду32 п/привар из труб по ГОСТ 3262-75 КАЗ;72;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;53,14;85;0101-00796;@;0
00000006528;Отвод сталь оц Ду20 п/привар из труб по ГОСТ 3262-75 КАЗ;31;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;26,86;43;0101-00042;@;0
00000006531;Отвод сталь оц Ду40 п/привар из труб по ГОСТ 3262-75 КАЗ;50;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;116,71;187;0101-00594;&;0
00000006532;Отвод сталь оц Ду50 п/привар из труб по ГОСТ 3262-75 КАЗ;30;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;195,75;314;0101-00595;&;0
00000006534;Отвод сталь Ду20 резьба из труб по ГОСТ 3262-75 КАЗ;111;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;D0;20,53;32;0101-00122;@;0
00000006539;Отвод сталь оц Ду15 резьба из труб по ГОСТ 3262-75 КАЗ;465;Трубопроводы и соединительные части;Труба стальная и соединительные части;КАЗ;S;P2;18,41;29;0101-00587;&;0
00000006594;Фильтр сетчатый чугун F3240 Ду65 Ру16 фл Tecofi;1;Регулирующая и предохр арматура и автоматика;Фильтры и грязевики;Tecofi;S;P2;2 964,93;4 811,87;0406-00248;&;0
00000006638;Муфта PP-R усиленн комбинированн разъемн Дн63х2" НР ПК Контур 011301063600;32;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;881,8;1 580,3;0105-01054;&;0
00000006645;Тройник PP-R переходн Дн63х25х63 ПК Контур 011503063300;80;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;69,97;125,4;0105-01055;&;0
00000006742;Кран шаровой латунь Uno Ду20 ВР/ВР рычаг STC 1401;70;Запорная арматура;Краны;STC;Z;NL;131,54;177,8;0301-00533;&;0
00000006744;Кран шаровой латунь Uno Ду32 ВР/ВР рычаг STC 1401;6;Запорная арматура;Краны;STC;Q;NL;171,64;191;0301-00534;&;0
00000006750;Кран шаровой латунь Uno Ду15 ВР/НР рычаг STC 1402;4;Запорная арматура;Краны;STC;Z;D0;47,08;100,47;0301-00540;&;0
00000006751;Кран шаровой латунь Uno Ду20 ВР/НР рычаг STC 1402;30;Запорная арматура;Краны;STC;Q;NL;65,14;199,62;0301-00541;&;0
00000006752;Кран шаровой латунь Uno Ду25 ВР/НР рычаг STC 1402;8;Запорная арматура;Краны;STC;Z;NL;136,83;271,66;0301-00542;&;0
00000006753;Кран шаровой латунь Uno Ду32 ВР/НР рычаг STC 1402;8;Запорная арматура;Краны;STC;Q;NL;183,73;564,48;0301-00543;&;0
00000006760;Кран шаровой латунь Uno Ду20 ВР/ВР бабочка STC 1404;67;Запорная арматура;Краны;STC;Z;NL;61,24;121,62;0301-00537;&;0
00000006761;Кран шаровой латунь Uno Ду25 ВР/ВР бабочка STC 1404;23;Запорная арматура;Краны;STC;Z;D0;105,14;223,41;;&;0
00000006763;Кран шаровой латунь Uno Ду20 ВР/НР бабочка STC 1405;1;Запорная арматура;Краны;STC;Z;NL;68,68;146,74;0301-00539;&;0
00000006767;Кран шаровой латунь Uno Ду15 НР/нак.г рычаг STC 1407;2;Запорная арматура;Краны;STC;Z;NL;57,55;78;;&;0
00000006787;Электроды ОК-46 4мм 6,6 кг ESAB;5;Инструмент и сварочное оборудование;Сварочное оборудование;ESAB;S;D0;677,82;1 006;1202-00067;@;0
00000006817;Электроды SE-46 4мм 6 кг;15;Инструмент и сварочное оборудование;Сварочное оборудование;_;Z;NL;452,4;503;1202-00068;&;0
00000006818;Электроды SE-46 3мм 5 кг;17;Инструмент и сварочное оборудование;Сварочное оборудование;_;Z;D0;383,5;519;1202-00069;&;0
00000006822;Отвод сталь 45˚ Дн57х3,5 ПЗКТ;5;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;S;D0;51,86;83;0101-01211;@;0
00000006832;Муфта PP-R переходн белый Дн63х25 ПК Контур 011203063200;6;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;23,15;41,5;0105-00654;&;0
00000006860;Счётчик х/в ВСХН-50 Ду50 50С фл Тепловодомер 030-0236;26;Приборы учета и КИП;Счетчики воды;Тепловодомер;S;P2;7 851,61;11 499;0704-00126;&;0
00000006861;Компенсатор PP-R Дн40;48;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;S;P2;147,5;226;0105-01057;&;0
00000006871;Крепление для полотенцесушителя сталь  1" хром;160;Сантехника;Полотенцесушители;_;S;P2;30,46;46;0911-00103;&;0
00000006872;Крепление для полотенцесушителя сталь   3/4" хром;20;Сантехника;Полотенцесушители;_;S;D0;31,33;47;0911-00104;&;0
00000006877;Полотенцесушитель сталь П-образный 500х500 1" хром;10;Сантехника;Полотенцесушители;_;S;D0;748;1 224;0911-00108;&;0
00000006878;Полотенцесушитель сталь М-образный 500х500 3/4" хром;15;Сантехника;Полотенцесушители;_;S;P2;767,89;1 156;0911-00109;&;0
00000006879;Полотенцесушитель сталь М-образный 500х600 1" хром;8;Сантехника;Полотенцесушители;_;S;P2;782,26;1 318;0911-00110;&;0
00000006880;Полотенцесушитель сталь М-образный 500х600 3/4" хром;4;Сантехника;Полотенцесушители;_;S;D0;750,75;1 265;0911-00111;&;0
00000006907;Полотенцесушитель сталь М-образный 500х500 1" хром;10;Сантехника;Полотенцесушители;_;S;D0;757,05;1 275;0911-00122;&;0
00000006964;Муфта НПВХ ремонтн Дн160 Wavin 22756350;66;Водоотведение;Трубы для наружного водоотведения и соед части;Wavin;Z;D0;279,11;377,34;0202-00142;&;0
00000006976;Клапан балансировочный AB-QM с ниппелями Ду20 НР/НР Danfoss 003Z1213;2;Регулирующая и предохр арматура и автоматика;Клапаны балансировочные;Danfoss;S;D0;11 436,38;18 420,29;0403-00143;&;0
00000007011;Радиатор алюминий Rovall80 200 10 секций 0,890кВт Sira 017-1982;3;Отопительное оборудование;Радиаторы;Sira;S;P2;3 578,5;4 611,51;0502-00406;&;0
00000007012;Радиатор алюминий Rovall80 200 12 секций 1,068кВт Sira 017-1983;12;Отопительное оборудование;Радиаторы;Sira;S;P2;4 294,2;5 533,81;0502-00407;&;0
00000007025;Радиатор алюминий Rovall80 500 4 секции 0,692кВт Sira 017-2006;9;Отопительное оборудование;Радиаторы;Sira;S;NL;1 574,85;2 087,85;0502-00045;@;0
00000007026;Радиатор алюминий Rovall80 500 5 секций 0,865кВт Sira 017-2007;13;Отопительное оборудование;Радиаторы;Sira;S;P2;1 968,56;2 609,42;0502-00046;@;0
00000007027;Радиатор алюминий Rovall80 500 6 секций 1,038кВт Sira 017-2008;3;Отопительное оборудование;Радиаторы;Sira;S;P2;2 362,28;3 130,99;0502-00047;@;0
00000007028;Радиатор алюминий Rovall80 500 7 секций 1,211кВт Sira 017-2009;9;Отопительное оборудование;Радиаторы;Sira;S;NL;2 755,99;3 653,34;0502-00048;@;0
00000007029;Радиатор алюминий Rovall80 500 8 секций 1,384кВт Sira 017-2010;1;Отопительное оборудование;Радиаторы;Sira;S;NL;3 149,7;4 174,91;0502-00049;@;0
00000007030;Радиатор алюминий Rovall80 500 9 секций 1,557кВт Sira 017-2011;8;Отопительное оборудование;Радиаторы;Sira;S;NL;3 543,41;4 697,26;0502-00050;@;0
00000007031;Радиатор алюминий Rovall80 500 10 секций 1,730кВт Sira 017-2002;3;Отопительное оборудование;Радиаторы;Sira;S;D0;3 937,13;5 218,84;0502-00051;@;0
00000007032;Радиатор алюминий Rovall80 500 12 секций 2,076кВт Sira 017-2003;6;Отопительное оборудование;Радиаторы;Sira;S;NL;4 726,11;6 262,76;0502-00415;@;0
00000007047;Кронштейн   к полу ROVALL 100 глубина;4;Отопительное оборудование;Радиаторы;ROVALL;S;P2;211,98;358;;&;0
00000007059;Труба НПВХ коричневый Дн110х3,2 б/нап L=1м в комплекте Ostendorf;128;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;P2;130,93;209;0202-00003;&;0
00000007060;Труба НПВХ коричневый Дн110х3,2 б/нап L=2м в комплекте Ostendorf;18;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;D0;241,73;385;0202-00004;&;0
00000007069;Отвод НПВХ коричневый Дн110х45° б/нап в комплекте Ostendorf;43;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;D0;69,55;111;0202-00013;&;0
00000007071;Отвод НПВХ коричневый Дн110х87° б/нап в комплекте Ostendorf;22;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;P2;59,72;96;0202-00015;&;0
00000007080;Тройник НПВХ коричневый Дн110х110х45° б/нап в комплекте Ostendorf;51;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;P2;142,27;218;0202-00024;&;0
