b0100004981;Бурт PP-R с фланцем Дн63 ПК Контур 011320063000;22;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D1;193,58;416,3;0105-01126;@;0
b0100016685;Тройник латунь Дн20х1/2"х20 пресс НР Valtec VTm.233.N.200420;1;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;187,96;341;0103-01017;&;0
b0100006320;Калибратор Valtec 26/32/40  VTm.396.0.263240;5;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;Valtec;S;P2;170,01;262;1201-00450;&;0
b0100006322;Тройник PPSU Дн25х20х16 для PE-X Uponor 1008701;12;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;Uponor;Z;D0;239,53;307;0104-00125;&;0
b0100006341;Труба PP-R белый Дн20х1,9 Ру10 40C L=4м ПК Контур 010100020000;16;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;17,06;36,7;0105-00016;@;0
b0100006349;Хомут с р/прокладкой Ду107-112 (4") М8  б/комплекта;134;Трубопроводы и соединительные части;Крепежные изделия;_;S;D2;30,64;47;0112-00849;@;0
b0100009252;Соединитель латунь Дн32х1 1/4" НР Valtec VTm.301.N.003207;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;NL;340,09;412;0103-00971;&;0
b0100009482;Термометр биметаллический ТБ100 осевой Дк100 L=40мм в комплекте гильза защит G1/2" 120C Метер 011-0130;4;Приборы учета и КИП;Термометры, манометры;Метер;S;Pz;250,38;397;0701-00114;&;0
b0100009563;Смеситель для умывальника кор/излив хирургический настольный MEDIC Rubineta Р-18;3;Сантехника;Смесители и краны для сан.узлов;Rubineta;S;P2;2 248,56;3 179;0909-01089;&;0
b0100009601;Переход PP-H на чугун Дн50/75 без манжеты Политэк;24;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D0;16,85;27;0201-00551;&;0
b0100009602;Манжета ПВХ переходн на гладкий конец чуг.труб Дн50/75 Политэк;20;Водоотведение;Трубы для внутреннего водоотведения и соед части;Политэк;S;D1;29,12;47;0201-00552;&;0
b0100016286;Труба сталь бесшовн Дн57х4,5 ГОСТ 8732-78 Уралтрубосталь;6,7;Трубопроводы и соединительные части;Труба стальная и соединительные части;Уралтрубосталь;Z;NL;264,71;351;0101-01555;&;0
b0100016298;Клапан обратный латунь 3121 Ду65 Ру12 ВР/ВР пружинный 110C GENEBRE;3;Регулирующая и предохр арматура и автоматика;Затворы, клапаны обратные;GENEBRE;Z;D0;2 245,9;2 519,98;0405-00379;&;0
b0100014971;Переход Ду1/2"х10 НР для шланга STC  9710;20;Трубопроводы и соединительные части;Шланги;STC;S;D1;25,53;48,51;0114-00022;@;0
b0100014966;Футорка латунь Ду3/4"х1/2" ВР/НР Valtec VTr.581.N.0504;6;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;Valtec;Z;NL;28,11;51;0111-01196;&;0
b0100014969;Заглушка латунь Ду1" ВР Valtec VTr.590.N.0006;24;Трубопроводы и соединительные части;Латунные и чугунные соединительные части трубопроводов;Valtec;Z;NL;52,91;96;0111-01197;&;0
b0100015011;Труба PP-R белый Дн110x10,0 Ру10 40C L=4м ПК Контур 010100110000;8;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;Z;D0;541,03;1 163,5;0105-00791;&;0
b0100015078;Муфта PP-R усиленн комбинированн разъемн Дн20х1" ВР ПК Контур 011304020300;86;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;129,6;278,7;0105-01159;@;0
b0100015118;Тройник латунь Дн32х3/4"х32 пресс ВР Valtec VTm.232.N.320532;9;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;Valtec;Z;D0;445,92;809;0103-01008;&;0
b0100015120;Шайба оц 16;262;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;1,6;3;0112-00656;&;0
b0100015122;Шайба оц 20;0;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;2,5;3;0112-00657;&;0
b0100001261;Трубка Super 18/6 L=2м 95C Energoflex;30;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;10,88;22,86;1001-01130;0;0
b0100001262;Трубка Super 18/9 L=2м 95C Energoflex;72;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;15,21;30,14;1001-01132;@;0
b0100001263;Трубка Super 18/13 L=2м 95C Energoflex;27;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;23,15;48,44;1001-01129;@;0
b0100001265;Трубка Super 22/9 L=2м 95C Energoflex;169;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;16,56;32,9;1001-01137;@;0
b0100001266;Трубка Super 22/13 L=2м 95C Energoflex;109;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;24,02;50,26;1001-01133;@;0
b0100001270;Трубка Super 76/20 L=2м 95C Energoflex;40;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;133,75;265,04;1001-01178;0;0
b0100001271;Трубка Super 89/9 L=2м 95C Energoflex;80;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;120,68;239,14;1001-01182;@;0
b0100001272;Трубка Super 76/9 L=2м 95C Energoflex;207;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;77,81;154,18;1001-01179;@;0
b0100001273;Трубка Super 64/13 L=2м 95C Energoflex;28;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;69,71;144,74;1001-01172;@;0
b0100001274;Трубка Super 76/13 L=2м 95C Energoflex;151;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;87,64;173,64;1001-01177;@;0
b0100001275;Трубка Super 89/13 L=2м 95C Energoflex;214;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;133,76;265,04;1001-01180;@;0
b0100001276;Трубка Super 89/20 L=2м 95C Energoflex;34;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;198,78;393,88;1001-01181;0;0
b0100001277;Трубка Super 110/9 L=2м 95C Energoflex;98;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;143,44;284,22;1001-01114;@;0
b0100001278;Трубка Super 110/13 L=2м 95C Energoflex;246;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;155,89;308,9;1001-01112;@;0
b0100001280;Трубка Super 114/13 L=2м 95C Energoflex;18;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;Pz;150,64;313,48;1001-01115;@;0
b0100001286;Трубка Super 160/13 L=2м 95C Energoflex;42;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;204,16;425,88;1001-01126;@;0
b0100001302;Трубка Super 28/9 L=2м 95C Energoflex;283;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;19,85;39,3;1001-01146;@;0
b0100001303;Трубка Super 28/13 L=2м 95C Energoflex;13;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D1;28,58;56,66;1001-01142;@;0
b0100001306;Трубка Super 64/9 L=2м 95C Energoflex;94;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;61,84;122,54;1001-01174;@;0
b0100001308;Трубка Super 60/20 L=2м 95C Energoflex;20;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;108,38;214,78;1001-01170;0;0
b0100001309;Трубка Super 60/13 L=2м 95C Energoflex;101;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;68,27;135,26;1001-00024;@;0
b0100001310;Трубка Super 60/9 L=2м 95C Energoflex;84;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D1;57,67;114,24;1001-01171;@;0
b0100001313;Трубка Super 35/9 L=2м 95C Energoflex;182;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D1;25,37;50,26;1001-01155;@;0
b0100001314;Трубка Super 35/13 L=2м 95C Energoflex;30;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D2;34,59;68,54;1001-01151;@;0
b0100001316;Трубка Super 54/13 L=2м 95C Energoflex;16;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D1;91,98;127,02;1001-01166;@;0
b0100001318;Трубка Super 54/9 L=2м 95C Energoflex;178;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;48,43;95,98;1001-01168;@;0
b0100001319;Трубка Super 48/20 L=2м 95C Energoflex;19;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;P2;75,71;179,14;1001-01164;0;0
b0100001321;Трубка Super 48/13 L=2м 95C Energoflex;41;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;53,5;106,02;1001-01163;@;0
b0100001322;Трубка Super 48/9 L=2м 95C Energoflex;129;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;38,09;79,52;1001-01165;@;0
b0100001324;Трубка Super 42/9 L=2м 95C Energoflex;126;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;45,65;63,06;1001-01159;@;0
b0100001325;Трубка Super 42/13 L=2м 95C Energoflex;110;Изоляция и уплотнение;Изоляция и термоизоляция;Energoflex;S;D0;45,44;89,56;1001-01156;@;0
b0100001367;Заглушка PP-H серый Дн40 б/нап Ostendorf  027-1739;2;Водоотведение;Трубы для внутреннего водоотведения и соед части;Ostendorf;S;P2;8,34;13;0201-00096;0;0
b0100001518;Трос для прочистки труб Ду6 Сибртех L=3м  92460;0;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;Сибртех;S;D2;116,86;162;1201-00394;&;0
b0100025648;Кран шаровой латунь Ду20 НР/нак.г полный проход бабочка угл Itap 298;3;Запорная арматура;Краны;Itap;Z;NL;296,6;323;0301-00583;&;0
b0100025673;Кран PP-R шаровый Дн20х1/2" НР ПК Контур 011106020100;25;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;125,36;269,6;0105-01191;@;0
b0100018337;Кран шаровой сталь вода КШЦМ Ду20 Ру40 ВР/ВР стандартный проход рычаг LD 13300209402MULD000000000;1;Запорная арматура;Краны;LD;S;D1;678,77;878;0301-00361;@;0
b0100018338;Кран шаровой сталь вода КШЦМ Ду25 Ру40 ВР/ВР стандартный проход рычаг LD 13300259402MULD000000000;2;Запорная арматура;Краны;LD;S;D0;730,23;963;0301-00362;@;0
b0100018339;Кран шаровой сталь вода КШЦМ Ду32 Ру40 ВР/ВР стандартный проход рычаг LD 13300329402MULD000000000;4;Запорная арматура;Краны;LD;S;P2;868,29;1 124;0301-00363;0;0
b0100018340;Кран шаровой сталь вода КШЦМ Ду40 Ру40 ВР/ВР стандартный проход рычаг LD 13300409402MULD000000000;1;Запорная арматура;Краны;LD;S;D1;991,88;1 284;0301-00364;@;0
b0100018341;Кран шаровой сталь вода КШЦМ Ду50 Ру40 ВР/ВР стандартный проход рычаг LD 13300509402MULD000000000;4;Запорная арматура;Краны;LD;S;P2;1 157,72;1 498;0301-00365;@;0
b0100018343;Кран шаровой сталь вода КШЦП Ду15 Ру40 п/привар стандартный проход рычаг LD 12200159402MULD000000000;3;Запорная арматура;Краны;LD;S;D0;605;798;0301-00736;@;0
b0100018345;Кран шаровой сталь вода КШЦП Ду20 Ру40 п/привар стандартный проход рычаг LD 12200209402MULD000000000;9;Запорная арматура;Краны;LD;S;P2;661,27;856;0301-00738;@;0
b0100018346;Кран шаровой сталь вода КШЦП Ду25 Ру40 п/привар стандартный проход рычаг LD 12200259402MULD000000000;7;Запорная арматура;Краны;LD;S;Pz;648,42;856;0301-00739;@;0
b0100018348;Кран шаровой сталь вода КШЦП Ду40 Ру40 п/привар стандартный проход рычаг LD 12200409402MULD000000000;4;Запорная арматура;Краны;LD;S;D1;891,83;1 177;0301-00741;@;0
b0100018349;Кран шаровой сталь вода КШЦП Ду50 Ру40 п/привар стандартный проход рычаг LD 12200509402MULD000000000;0;Запорная арматура;Краны;LD;S;Pz;972,63;1 284;0301-00742;@;0
b0100018350;Кран шаровой сталь вода КШЦП Ду65 Ру25 п/привар стандартный проход рычаг LD 12200659252MULD000000000;9;Запорная арматура;Краны;LD;S;D0;1 336,23;1 763;0301-00743;@;0
b0100018351;Кран шаровой сталь вода КШЦП Ду80 Ру25 п/привар полный проход рычаг LD 12200800252MULD000000000;1;Запорная арматура;Краны;LD;S;D1;1 983,78;2 568;0301-00744;@;0
b0100018352;Кран шаровой сталь вода КШЦП Ду80/70 Ру25 п/привар стандартный проход рычаг LD 12200809252MULD000000000;1;Запорная арматура;Краны;LD;S;D1;1 662,47;2 194;0301-00745;@;0
b0100018354;Кран шаровой сталь вода КШЦФ Ду100/80 Ру16 фл стандартный проход рычаг LD 11111009162MULD000000000;8;Запорная арматура;Краны;LD;S;Pz;2 432,09;3 210;0301-00707;@;0
b0100018356;Кран шаровой сталь вода КШЦФ Ду15 Ру40 фл стандартный проход рычаг LD 11110159402MULD000000000;4;Запорная арматура;Краны;LD;S;P2;782,75;1 033;0301-00709;@;0
b0100018359;Кран шаровой сталь вода КШЦФ Ду25 Ру40 фл стандартный проход рычаг LD 11110259402MULD000000000;78;Запорная арматура;Краны;LD;S;D0;1 096,86;1 448;0301-00712;@;0
b0100018361;Кран шаровой сталь вода КШЦФ Ду40 Ру40 фл стандартный проход рычаг LD 11110409402MULD000000000;14;Запорная арматура;Краны;LD;S;Pz;1 240,29;1 637;0301-00714;@;0
b0100018363;Кран шаровой сталь вода КШЦФ Ду65 Ру16 фл стандартный проход рычаг LD 11110659162MULD000000000;4;Запорная арматура;Краны;LD;S;D0;1 686,69;2 226;0301-00716;@;0
b0100018364;Кран шаровой сталь вода КШЦФ Ду65 Ру25 фл стандартный проход рычаг LD 11110659252MULD000000000;2;Запорная арматура;Краны;LD;S;D1;1 824,07;2 408;0301-00360;@;0
b0100018365;Кран шаровой сталь вода КШЦФ Ду80 Ру16 фл полный проход рычаг LD 11110800162MULD000000000;2;Запорная арматура;Краны;LD;S;D1;2 480,24;3 210;0301-00717;@;0
b0100018366;Кран шаровой сталь вода КШЦФ Ду80/70 Ру16 фл стандартный проход рычаг LD 11110809162MULD000000000;9;Запорная арматура;Краны;LD;S;D2;2 067,48;2 729;0301-00718;@;0
b0100014426;Клапан терморегулирующий  Ду20 прям ручной Giacomini R6X034;1;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Giacomini;S;P2;456,45;672,47;0503-00016;&;0
b0100014427;Затвор дисковый поворотный  Ду50 Ру16 межфл;30;Запорная арматура;Затворы;___;S;D0;328,37;1 036,68;0303-00001;@;0
b0100014428;Затвор дисковый поворотный  Ду65 Ру16 межфл;3;Запорная арматура;Затворы;___;S;P2;380,46;1 172,01;0303-00002;@;0
b0100014429;Затвор дисковый поворотный  Ду80 Ру16 межфл;7;Запорная арматура;Затворы;___;S;D1;449,91;1 398,24;0303-00003;@;0
b0100014430;Затвор дисковый поворотный  Ду100 Ру16 межфл;6;Запорная арматура;Затворы;___;S;D0;615,37;1 895,13;0303-00004;@;0
b0100014432;Затвор дисковый поворотный  Ду150 Ру16 межфл;6;Запорная арматура;Затворы;___;S;P2;927,39;2 856,22;0303-00065;@;0
b0100014517;Шпилька сталь оц М10х1000;53;Трубопроводы и соединительные части;Крепежные изделия;_;S;Pz;40;60;0112-00187;@;0
b0100014518;Шпилька сталь оц М8х1000;7;Трубопроводы и соединительные части;Крепежные изделия;_;S;D2;25;37;0112-00186;@;0
b0100014541;Труба PE-X Дн16х2,0 бухта 200м FF-therm Difustop FH 71016711;200;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;FF-therm Difustop FH;Z;D0;34,1;79,98;0104-00243;&;0
b0100014542;Труба PE-X Дн20х2,0 бухта 200м FF-therm Difustop FH 71020711;9;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;FF-therm Difustop FH;Z;D0;40,67;95,39;0104-00244;&;0
b0100014569;Кран двойной регулировки КРДП Ду20 ВР/ВР STC;41;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;STC;S;P2;160,86;275,77;0503-00015;0;0
b0100008390;Круг отрезной 115х2,5-4х22;177;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;_;S;P2;10,6;14;1201-00179;&;0
b0100031966;Болт М20х160;62,5;Трубопроводы и соединительные части;Крепежные изделия;_;Z;NL;68,99;92;0112-00771;&;0
b0100031967;Болт М18х140;15;Трубопроводы и соединительные части;Крепежные изделия;_;Z;NL;72,99;80;0112-00772;&;0
b0100018692;Поддон сталь  квадрат 700х700х130мм без сифона;9;Сантехника;Кабины душевые, поддоны;_;S;P2;1 218;1 833;0907-00068;&;0
b0100018787;Клапан обратный чугун 16ч6п(бр) Ду100 Ру16 фл подъемный КНР;2;Регулирующая и предохр арматура и автоматика;Затворы, клапаны обратные;КНР;Z;D0;2 733,12;3 066;0405-00387;&;0
b0100018902;Штуцер латунь Q&E Дн20х1/2" ВР Uponor 1023010;18;Трубопроводы и соединительные части;Труба из сшитого полиэтилена (Pex)и соединительные части;Uponor;S;P2;215,74;432,17;0104-00245;0;0
b0100018925;Тройник сталь Дн45х4,0 ГОСТ 17376-2001 УТД;2;Трубопроводы и соединительные части;Труба стальная и соединительные части;УТД;S;P2;518,1;780;0101-01566;0;0
b0100018971;Соединитель латунь Дн16х1/2" Faro пресс НР для мп STC 6500;76;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;Pz;52,6;89,88;0103-00041;@;0
b0100018972;Соединитель латунь Дн16х1/2" Faro пресс ВР для мп STC 6504;33;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;50,05;85,28;0103-00029;0;0
b0100018973;Угольник латунь переходн Дн16х1/2" Faro пресс НР для мп STC 6508;20;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;54,64;93,96;0103-00046;@;0
b0100019135;Соединитель латунь Дн16х3/4" Faro пресс НР для мп STC 6500;8;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;56,17;93,96;0103-00034;@;0
b0100019120;Радиатор алюминий Alpha 500 4 секции 0,756кВт Ogint;11;Отопительное оборудование;Радиаторы;Ogint;S;D1;1 424,77;1 676,56;0502-00010;@;0
b0100019122;Радиатор алюминий Alpha 500 5 секций 0,945кВт Ogint;12;Отопительное оборудование;Радиаторы;Ogint;S;D1;1 780,43;2 095,82;0502-00011;&;0
b0100019123;Радиатор алюминий Alpha 500 6 секций 1,134кВт Ogint;26;Отопительное оборудование;Радиаторы;Ogint;S;D0;2 136,1;2 514,58;0502-00012;@;0
b0100019124;Радиатор алюминий Alpha 500 7 секций 1,323кВт Ogint;13;Отопительное оборудование;Радиаторы;Ogint;S;D0;2 491,76;2 933,85;0502-00013;@;0
b0100019125;Радиатор алюминий Alpha 500 8 секций 1,512кВт Ogint;12;Отопительное оборудование;Радиаторы;Ogint;S;D2;2 847,41;3 353,11;0502-00014;@;0
b0100019126;Радиатор алюминий Alpha 500 9 секций 1,701кВт Ogint;17;Отопительное оборудование;Радиаторы;Ogint;S;D0;3 205,19;3 771,87;0502-00015;@;0
b0100019127;Радиатор алюминий Alpha 500 10 секций 1,890кВт Ogint;15;Отопительное оборудование;Радиаторы;Ogint;S;D2;3 558,75;4 191,13;0502-00016;@;0
b0100019128;Радиатор алюминий Alpha 500 12 секций 2,268кВт Ogint;10;Отопительное оборудование;Радиаторы;Ogint;S;D1;4 269,78;5 029,67;0502-00017;@;0
b0100019136;Соединитель латунь Дн20х1/2" Faro пресс НР для мп STC 6500;14;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;55,66;94,48;0103-00035;@;0
b0100019137;Соединитель латунь Дн20х3/4" Faro пресс НР для мп STC 6500;77;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;64,35;118,48;0103-00036;@;0
b0100019138;Соединитель латунь Дн26х3/4" Faro пресс НР для мп STC 6500;89;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;79,16;137,88;0103-00037;@;0
b0100019139;Соединитель латунь Дн26х1" Faro пресс НР для мп STC 6500;64;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;90,9;166,99;0103-00038;@;0
b0100019141;Соединитель латунь Дн32х1" Faro пресс НР для мп STC 6500;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;115,92;196,61;0103-00039;@;0
b0100019142;Соединитель латунь Дн32х1 1/4" Faro пресс НР для мп STC 6500;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;154,74;267,08;0103-00040;@;0
b0100019143;Муфта латунь Дн16х16 Faro пресс для мп STC 6502;25;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;42,39;73,03;0103-00018;&;0
b0100019144;Муфта латунь Дн20х20 Faro пресс для мп STC 6502;37;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;49,03;83,75;0103-00019;@;0
b0100019145;Муфта латунь Дн26х26 Faro пресс для мп STC 6502;43;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;106,22;180,78;0103-00020;@;0
b0100019147;Муфта латунь переходн Дн20х16 Faro пресс для мп STC 6503;37;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;50,56;85,79;0103-00079;@;0
b0100019149;Муфта латунь переходн Дн26х20 Faro пресс для мп STC 6503;20;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;74,56;127,67;0103-00080;@;0
b0100019150;Муфта латунь переходн Дн32х20 Faro пресс для мп STC 6503;14;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;98,05;180,27;0103-00404;@;0
b0100019152;Соединитель латунь Дн20х1/2" Faro пресс ВР для мп STC 6504;41;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;54,64;100,6;0103-00022;@;0
b0100019153;Соединитель латунь Дн32х1" Faro пресс ВР для мп STC 6504;7;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;140,95;233,89;0103-00023;@;0
b0100019156;Угольник латунь Дн16 Faro пресс для мп STC 6506;20;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;48;87,33;0103-00071;@;0
b0100019157;Угольник латунь Дн26 Faro пресс для мп STC 6506;36;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;108,26;196,1;0103-00072;@;0
b0100019158;Угольник латунь Дн32 Faro пресс для мп STC 6506;52;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;188,44;314,58;0103-00073;@;0
b0100019159;Угольник латунь переходн Дн20х1/2" Faro пресс НР для мп STC 6508;45;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;62,81;114,9;0103-00045;0;0
b0100019160;Угольник латунь переходн Дн16х1/2" Faro пресс ВР для мп STC 6510;0;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;60,77;113,88;0103-00059;@;0
b0100019161;Угольник латунь переходн Дн20х1/2" Faro пресс ВР для мп STC 6510;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;Z;D0;83,08;101;0103-00060;&;0
b0100019163;Угольник латунь переходн Дн26х3/4" Faro пресс ВР для мп STC 6510;14;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;103,67;195,08;0103-00062;@;0
b0100019164;Тройник латунь Дн26х26х26 Faro пресс для мп STC 6514;34;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;164,44;273,72;0103-00078;@;0
b0100019181;Тройник латунь переходн Дн26х3/4"х26 Faro пресс НР для мп STC 6520;8;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;151,67;259,94;0103-00395;@;0
b0100019185;Тройник латунь переходн Дн20х3/4"х20 Faro пресс НР для мп STC 6520;4;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;Q;D0;92,55;104;0103-00033;&;0
b0100019186;Тройник латунь переходн Дн32х20х32 Faro пресс для мп STC 6516;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;236,44;411,1;0103-00050;@;0
b0100019188;Тройник латунь переходн Дн26х20х20 Faro пресс для мп STC 6516;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;156,27;268,11;0103-00052;@;0
b0100019189;Тройник латунь переходн Дн26х20х26 Faro пресс для мп STC 6516;31;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;156,27;287;0103-00053;@;0
b0100019192;Тройник латунь переходн Дн26х20х16 Faro пресс для мп STC 6516;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;Z;D0;142,6;170;0103-00398;&;0
b0100019194;Тройник латунь переходн Дн20х16х16 Faro пресс для мп STC 6516;12;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;85,79;147,59;0103-00056;@;0
b0100019195;Тройник латунь переходн Дн20х16х20 Faro пресс для мп STC 6516;3;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;78,13;144,52;0103-00057;@;0
b0100019197;Тройник латунь переходн Дн16х20х16 Faro пресс для мп STC 6516;134;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;Q;D0;80,69;145,03;0103-00049;&;0
b0100019198;Тройник латунь Дн20х20х20 Faro пресс для мп STC 6514;176;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;94,99;163,42;0103-00075;@;0
