00000003857;Отвод сталь крутоизогнутый Дн159х6,0 ГОСТ 17375-2001 ПЗКТ;48;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;S;P2;631,67;995;0101-01179;@;0
00000003870;Пробка PP-R Дн63 ПК Контур 011606063000;141;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;34,92;75,1;0105-01035;@;0
00000003873;Клапан вентиляцион  110мм McAlpine MRAA1;6;Сантехника;Комплектующие и аксессуары к сантехнике;McAlpine;S;P2;618,38;887;0908-00335;&;0
00000003882;Техпластина резина ТМКЩ-С 3мм Саранск;33;Изоляция и уплотнение;Уплотнительные материалы;Саранск;S;D1;69,01;106;1002-00209;&;0
00000003883;Техпластина резина ТМКЩ-С 4мм Саранск;80;Изоляция и уплотнение;Уплотнительные материалы;Саранск;S;D1;69,01;106;1002-00210;&;0
00000003893;Заглушка сталь эллиптическая Дн45х2,5 п/привар ГОСТ 17379-2001;0;Трубопроводы и соединительные части;Труба стальная и соединительные части;_;S;D2;16,72;27;0101-00449;0;0
00000003913;Крепёж для труб PP Ду50;190;Трубопроводы и соединительные части;Крепежные изделия;_;S;D2;6,09;10;0112-00465;@;0
00000003914;Крепёж для труб PP Ду110;79;Трубопроводы и соединительные части;Крепежные изделия;_;S;D1;10,04;16;0112-00008;@;0
00000003980;Дюбель пластик 10х50;1 870;Трубопроводы и соединительные части;Крепежные изделия;_;S;D1;0,39;1;0112-00198;@;0
00000003989;Муфта PP-R усиленн комбинированн разъемн Дн25х1" НР трубная;10;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;_;Z;D0;101,57;111;0105-01036;&;0
00000004043;Задвижка МЗВГ 30ч39р чугун Ду80 Ру16 150C Водоприбор;1;Запорная арматура;Задвижки;Водоприбор;S;P2;8 257,57;11 843;0302-00085;0;0
00000004044;Задвижка МЗВГ 30ч39р чугун Ду100 Ру16 150C Водоприбор;1;Запорная арматура;Задвижки;Водоприбор;S;P2;8 328,38;14 181;0302-00086;0;0
00000004045;Затвор дисковый поворотный VPN3448-0203 Ду40 Ру16 межфл EPDM Tecofi;4;Запорная арматура;Затворы;Tecofi;S;D0;1 132,72;1 838,83;0303-00025;@;0
00000004065;Тройник PP-H серый Дн50х40х87,5° б/нап в комплекте Ostendorf  027-1809;1;Водоотведение;Трубы для внутреннего водоотведения и соед части;Ostendorf;S;P2;40,64;67;0201-00075;0;0
00000004075;Техпластина резина ТМКЩ-С 5мм Саранск;117;Изоляция и уплотнение;Уплотнительные материалы;Саранск;S;D0;69,01;106;1002-00211;&;0
00000004080;Смеситель для мойки поворотн излив хирургический настольный MEDIC Rubineta Р-20;5;Сантехника;Смесители и краны для сан.узлов;Rubineta;S;D0;1 968,55;2 784;0909-00726;@;0
00000004209;Счётчик х/в ВСХ-20 Ру16 Ду20 50С в комплекте Тепловодомер 030-0130;1;Приборы учета и КИП;Счетчики воды;Тепловодомер;S;D1;1 245,01;1 916;0704-00052;&;0
00000004211;Нагреватель сменн Дн32;3;Инструмент и сварочное оборудование;Инструмент и сопутствующие товары;_;S;D0;237,18;335;1201-00027;&;0
00000004212;Тройник PP-R комбинированн белый Дн32х3/4" ВР ПК Контур 011512032200;64;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;63,61;136,8;0105-00714;@;0
00000004213;Муфта PP-R усиленн комбинированн разъемн Дн25х1" ВР ПК Контур 011304025300;281;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;136,76;294,1;0105-01037;@;0
00000004214;Муфта PP-R усиленн комбинированн разъемн Дн32х1 1/4" ВР ПК Контур 011304032400;97;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;228,37;491,1;0105-01038;@;0
00000004228;Радиатор чугун МС-140М-500 4 секции Ду20 МЗОО;10;Отопительное оборудование;Радиаторы;МЗОО;S;P2;1 435,99;2 105;0502-00093;@;0
00000004229;Радиатор чугун МС-140М-500 7 секций Ду20 МЗОО;78;Отопительное оборудование;Радиаторы;МЗОО;S;D0;2 512,93;3 684;0502-00094;@;0
00000004262;Унитаз-компакт Виктория белый ниж/подвод тарельчатый косой выпуск в комплекте Воротынск;20;Сантехника;Унитазы;Воротынск;S;D0;2 331;3 532;0902-00126;&;0
00000004266;Винт-шуруп М10х100;506;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;4,57;7;0112-00192;@;0
00000004287;Электроды синий МР-3 4мм 5 кг ЛЭЗ;4;Инструмент и сварочное оборудование;Сварочное оборудование;ЛЭЗ;Z;NL;339;370;;&;0
00000004358;Котел эл настенный Скат 24К 24кВт 380В без ГВС Protherm 0010008957;1;Котлы и водонагреватели;Котлы;Protherm;S;P2;26 090,49;49 227,33;0602-00140;&;0
00000004359;Муфта PP-R усиленн комбинированн разъемн Дн25х1 1/4" НР ПК Контур 011301025400;75;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;P2;205,44;441,8;0105-01039;@;0
